Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Payload_Data,Malware_Indicators,Anomaly_Scores,Alerts_Warnings,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geo_City_location_Data,Proxy_Information,Firewall_Logs,IDS_IPS_Alerts,Log_Source
10.42.0.42-111.202.114.35-39504-80-6,08-05-21 4:56,16.65.249.237,24.79.26.247,57819,10509,ICMP,107,Data,HTTP,Repellendus tempora rerum sed numquam vel accusantium. Sunt tempore ut ipsa vero sequi perspiciatis.,NA,1.33,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),Segment A,"Nashik, Assam",131.208.67.33,Log Data,NA,Firewall
157.240.2.25-10.42.0.211-443-41289-6,18-01-23 1:12,122.130.86.58,110.54.165.63,49005,19289,ICMP,317,Data,HTTP,Officia tenetur aliquam facere quasi numquam. Assumenda similique quisquam facilis porro nisi.,IoC Detected,56.92,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),Segment A,"Medininagar, Himachal Pradesh",79.251.62.155,Log Data,Alert Data,Server
10.42.0.151-47.88.66.107-57741-80-6,16-04-21 12:48,193.45.37.6,191.56.96.54,56497,23998,ICMP,875,Data,HTTP,Tempore illo sit commodi. Quos doloremque mollitia quidem quia dolor.,IoC Detected,0.9,Alert Triggered,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.30.2 (KHTML, like Gecko) Version/5.0 Safari/532.30.2",Segment B,"Tiruppur, Nagaland",211.236.141.117,NA,NA,Server
10.42.0.1-10.42.0.42-53-37255-17,28-04-22 14:18,68.123.14.202,168.106.24.90,32348,12619,UDP,576,Data,DNS,"Aut perferendis eum ipsum iure accusantium. Dolorem voluptate voluptas.
Velit nostrum mollitia ea unde expedita cupiditate. Quidem quibusdam autem iusto molestias voluptates.",NA,77.7,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Opera/8.62.(X11; Linux i686; niu-NZ) Presto/2.9.168 Version/10.00,Segment B,"Siliguri, Haryana",NA,Log Data,NA,Firewall
172.217.9.238-10.42.0.151-443-49107-6,20-02-23 6:41,19.14.168.54,68.144.93.235,23870,21385,TCP,619,Data,FTP,"Et magnam magnam voluptatibus ullam eum. Deserunt commodi quasi molestias nam illum. Accusantium in nam consectetur dolorum.
Tempora mollitia officiis dolore. Nihil cum harum in porro.",IoC Detected,67.56,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Opera/9.85.(Windows NT 6.0; cmn-TW) Presto/2.9.161 Version/11.00,Segment B,"Tiruppur, Bihar",NA,Log Data,NA,Server
10.42.0.151-10.42.0.1-43186-53-17,13-12-20 2:43,168.159.245.149,211.64.146.125,46895,63852,TCP,1224,Data,HTTP,Molestias facilis maiores similique. Itaque dolore nihil voluptates possimus sint error. Doloribus nobis ratione totam.,IoC Detected,91.82,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3684-05-05 05:03:25 Firefox/3.6.10,Segment C,"Guntur, Tamil Nadu",NA,NA,Alert Data,Server
10.42.0.42-72.21.206.141-32798-443-6,20-08-22 7:46,22.96.76.59,43.219.176.9,11468,31398,TCP,632,Data,FTP,Voluptatum doloribus unde nobis ad. Ut optio repellat consequatur soluta sit. Quasi sapiente pariatur perspiciatis perferendis nulla.,NA,50.13,Alert Triggered,Malware,Known Pattern A,Logged,Low,Mozilla/5.0 (Windows NT 6.1; uk-UA; rv:1.9.0.20) Gecko/8087-10-21 04:44:05 Firefox/4.0,Segment C,"Bhimavaram, Assam",NA,Log Data,NA,Firewall
10.42.0.211-10.42.0.1-11113-53-17,23-05-22 4:50,163.93.76.114,36.148.218.135,30954,3615,UDP,670,Control,HTTP,"Temporibus culpa recusandae. Molestiae numquam culpa quae quae exercitationem.
Voluptatem eius itaque unde aspernatur animi impedit. Odio non quam cum cupiditate voluptatem.",NA,41.53,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:3.0; ve-ZA) AppleWebKit/531.23.7 (KHTML, like Gecko) Version/4.1 Safari/531.23.7",Segment A,"Hazaribagh, Uttar Pradesh",NA,Log Data,NA,Server
180.163.255.159-10.42.0.42-80-40005-6,12-01-20 11:01,37.225.176.201,204.179.190.185,59009,28541,ICMP,88,Data,HTTP,Magni facere sequi atque vero iste incidunt. Dicta architecto sequi eum fuga. Iure ipsa dolorum laboriosam voluptas neque optio.,NA,91.21,Alert Triggered,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.812.0 Safari/534.2",Segment C,"Vadodara, Himachal Pradesh",NA,Log Data,NA,Server
10.42.0.211-10.42.0.1-40145-53-17,24-03-21 9:50,123.233.44.106,154.223.194.82,38169,9878,TCP,1497,Control,HTTP,Iusto voluptas nesciunt dignissimos incidunt. Enim quasi quidem impedit quos.,NA,82.8,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/5.0 Safari/531.34.5",Segment C,"Bhatpara, West Bengal",98.113.146.243,NA,Alert Data,Server
10.42.0.1-10.42.0.42-53-26721-17,12-01-20 19:33,158.145.58.183,82.213.128.111,35384,2184,ICMP,304,Data,DNS,Consequatur ea sint tempore. Harum ea nemo quod.,NA,78.85,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; zu-ZA) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.7.3",Segment A,"Noida, Mizoram",122.32.192.199,Log Data,NA,Firewall
203.130.53.126-10.42.0.42-80-33434-6,08-10-21 21:42,193.109.94.146,189.14.24.22,22371,4914,ICMP,1001,Data,HTTP,"Modi necessitatibus molestiae itaque. Molestias beatae officiis expedita cumque natus. Architecto blanditiis est.
Voluptates repellendus ad delectus possimus occaecati. Quis culpa adipisci.",IoC Detected,50.69,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6952-11-18 03:21:41 Firefox/3.8,Segment A,"Hospet, Assam",6.126.178.223,NA,NA,Firewall
10.42.0.42-13.32.250.43-35012-443-6,17-08-22 19:20,122.108.169.214,7.195.147.252,10510,4024,UDP,1352,Data,HTTP,"Dignissimos necessitatibus hic. Earum consectetur totam dolore quidem.
Iste laboriosam placeat debitis eaque. Porro impedit rerum nam dolor asperiores autem.",IoC Detected,75.3,Alert Triggered,Malware,Known Pattern A,Logged,High,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/20.0.803.0 Mobile/91J888 Safari/533.1",Segment B,"Madanapalle, Odisha",NA,NA,Alert Data,Server
10.42.0.211-69.147.82.61-43722-443-6,17-08-22 2:04,64.58.36.254,179.161.134.184,57482,1091,UDP,548,Data,FTP,Libero veritatis suscipit eius iste debitis ullam. Porro cupiditate accusantium deserunt sed eos. Quas quidem voluptates iure cumque voluptas officia.,NA,33.08,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; et-EE) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.16.5",Segment C,"Kalyan-Dombivli, Gujarat",30.88.14.231,NA,Alert Data,Server
157.55.130.147-10.42.0.151-40027-43477-17,10-03-20 4:31,61.217.244.146,167.60.226.61,7703,19110,UDP,1114,Data,DNS,"Repellat eos odit voluptate laudantium non. Qui nam nam.
Temporibus consequatur quibusdam molestias.",NA,7.27,Alert Triggered,Intrusion,Known Pattern A,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; eu-FR) AppleWebKit/532.17.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.17.5",Segment B,"Visakhapatnam, Maharashtra",21.71.155.63,NA,Alert Data,Server
172.217.12.162-10.42.0.151-443-36971-6,20-11-22 17:53,21.23.245.141,135.172.206.155,33992,31136,TCP,149,Data,DNS,Tenetur animi et blanditiis quos atque. Ratione neque nesciunt aut doloremque possimus deserunt. Eum amet aspernatur deleniti.,IoC Detected,76.68,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.40.6 (KHTML, like Gecko) Version/4.0.2 Safari/533.40.6",Segment A,"Singrauli, Telangana",NA,NA,Alert Data,Server
10.42.0.211-52.84.29.55-54712-443-6,17-11-22 22:12,183.2.17.209,205.172.143.0,55666,4791,TCP,548,Data,FTP,Quibusdam unde nisi pariatur eos aliquid tempora eligendi. Veritatis veniam perspiciatis corporis.,IoC Detected,36.22,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.872.0 Mobile/84N386 Safari/535.1",Segment C,"Begusarai, Uttarakhand",NA,NA,Alert Data,Firewall
10.42.0.211-119.146.74.33-56489-443-6,08-01-22 9:48,89.234.123.19,180.17.247.177,20947,24568,UDP,1106,Control,HTTP,"Eum rem qui voluptas cupiditate. Incidunt repudiandae asperiores labore provident eius. Maxime quisquam a atque.
Reiciendis placeat hic culpa nihil. Qui beatae molestias velit blanditiis eos ea iure.",IoC Detected,13.36,Alert Triggered,Malware,Known Pattern A,Logged,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6118-09-02 08:00:39 Firefox/3.6.3,Segment C,"Pallavaram, Haryana",38.219.87.215,NA,Alert Data,Firewall
10.42.0.151-31.13.80.5-42870-443-6,03-03-20 1:54,157.164.90.122,7.220.81.96,38322,33655,UDP,1290,Control,FTP,Delectus aliquid doloremque reprehenderit hic corrupti ullam. Explicabo adipisci explicabo deserunt eaque asperiores illum. Dignissimos qui odit quas debitis officia ipsum.,IoC Detected,69.01,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Mozilla/5.0 (Android 6.0; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,Segment B,"Alwar, Gujarat",NA,NA,Alert Data,Server
10.42.0.211-106.39.162.36-54697-80-6,15-02-21 5:17,123.185.30.222,22.188.5.93,15973,29809,UDP,190,Data,DNS,Vitae deleniti non ut. Rem non nostrum ducimus quasi voluptatem ratione.,IoC Detected,4.74,Alert Triggered,DDoS,Known Pattern B,Logged,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/58.0.863.0 Mobile/85V830 Safari/531.1",Segment A,"Thane, Arunachal Pradesh",54.169.213.25,NA,Alert Data,Firewall
10.42.0.211-66.198.24.225-47607-80-6,13-09-20 1:49,185.157.240.136,107.0.155.243,5107,60905,ICMP,995,Control,DNS,"Nobis illo incidunt atque amet ex recusandae. Commodi eveniet ut aliquam. Autem tempore placeat consectetur numquam.
Nam corporis quo. Vel illum earum aliquid. Iste sit consequatur hic totam minima.",NA,51.66,Alert Triggered,Malware,Known Pattern A,Logged,High,Opera/9.38.(Windows 95; tn-ZA) Presto/2.9.189 Version/11.00,Segment C,"Bangalore, Uttar Pradesh",98.8.33.127,Log Data,NA,Firewall
10.42.0.211-115.239.210.141-50523-443-6,25-12-22 7:20,195.177.54.54,50.191.236.203,15067,58291,TCP,1342,Control,HTTP,Quia voluptatibus cupiditate alias sint dolor asperiores ut. Nihil eos accusantium. Quidem nesciunt quaerat tempora architecto possimus deserunt.,IoC Detected,83.86,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9 rv:4.0; nb-NO) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.1 Safari/533.40.5",Segment B,"Tinsukia, Meghalaya",218.15.7.144,Log Data,NA,Firewall
183.57.48.84-10.42.0.211-80-33903-6,27-01-21 22:49,221.219.44.103,36.211.253.244,18782,24516,ICMP,722,Data,HTTP,Doloremque ipsam sunt voluptatem. Non vitae odit. Odio necessitatibus culpa tempora. Tempora accusantium dolor delectus ipsam molestias eveniet.,NA,79.61,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.4.20) Gecko/7376-12-15 19:07:42 Firefox/3.8,Segment C,"Coimbatore, Tamil Nadu",135.149.249.27,Log Data,Alert Data,Firewall
172.217.7.10-10.42.0.211-443-33523-6,30-05-23 17:14,86.165.141.178,19.155.138.245,44364,53766,ICMP,1181,Control,DNS,"Velit fugit recusandae ipsam repellat. Assumenda ratione tempore eaque labore in cupiditate.
Nihil necessitatibus perspiciatis libero recusandae architecto.",NA,14.95,Alert Triggered,Malware,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2 rv:4.0; ti-ET) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/5.0.4 Safari/533.22.7",Segment A,"Howrah, Sikkim",NA,NA,Alert Data,Server
10.42.0.211-14.29.93.254-60314-80-6,30-06-20 1:24,70.228.121.60,204.219.67.217,11307,36569,TCP,907,Control,DNS,In consequatur vel. Beatae sapiente vero ipsum unde consequuntur nostrum dignissimos. Autem iure tempore maxime architecto placeat voluptate.,NA,12.1,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment B,"Varanasi, Telangana",107.248.33.137,Log Data,NA,Firewall
172.217.6.238-10.42.0.151-443-33866-6,07-07-20 3:50,201.86.3.78,13.200.168.199,62568,27834,ICMP,1427,Data,HTTP,Harum repellat eum asperiores voluptatum ad sapiente. Veniam saepe fuga ab aperiam.,IoC Detected,3.33,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Segment B,"Indore, Rajasthan",NA,NA,NA,Server
198.11.188.78-10.42.0.42-443-43582-6,18-03-20 7:33,61.152.211.241,155.90.185.195,16019,14834,UDP,793,Control,HTTP,"At delectus commodi cum. Autem eligendi facilis eaque harum magnam officiis.
Voluptatibus asperiores autem fugiat repellendus quis.",IoC Detected,18.93,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/28.0.898.0 Mobile/27T928 Safari/536.1",Segment B,"Ballia, Jharkhand",NA,NA,NA,Server
10.42.0.211-69.147.82.61-41639-443-6,09-03-20 20:24,46.229.143.176,218.214.206.217,54052,10368,ICMP,686,Control,DNS,Voluptatibus nemo doloribus sint. Laudantium molestias dolor. Aut suscipit vero iste.,NA,96.83,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment B,"Gopalpur, Andhra Pradesh",NA,NA,NA,Server
10.42.0.211-23.21.45.59-37527-443-6,07-07-23 19:15,38.130.51.208,190.9.156.57,40014,9720,UDP,1092,Data,DNS,In laborum dolores inventore nesciunt itaque atque officiis. Expedita nobis adipisci adipisci delectus. Nisi distinctio dolores ad.,NA,82.75,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/5.1 Safari/531.1.7",Segment C,"Rewa, Uttarakhand",138.40.118.172,Log Data,NA,Firewall
172.217.7.10-10.42.0.211-443-55487-6,25-12-22 22:00,27.57.214.142,46.220.52.17,55034,52843,UDP,492,Data,HTTP,Cupiditate occaecati blanditiis animi molestiae ea. Sapiente neque repellat iusto at. Vitae omnis eos aperiam quod similique eum ea.,NA,88.16,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Opera/8.73.(Windows CE; as-IN) Presto/2.9.164 Version/12.00,Segment A,"Surendranagar Dudhrej, Sikkim",NA,NA,Alert Data,Server
10.42.0.211-77.234.44.79-43467-443-6,12-04-21 15:06,86.45.110.141,92.133.40.138,31548,18263,UDP,811,Data,FTP,Deleniti excepturi quisquam eveniet optio. Mollitia voluptate dolore neque quas maiores aliquam.,IoC Detected,45.33,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment C,"Begusarai, Andhra Pradesh",NA,NA,NA,Server
172.217.10.42-10.42.0.211-443-60608-6,20-04-21 21:58,29.187.204.185,178.79.44.158,14156,14806,ICMP,1444,Control,HTTP,"Rem quae assumenda. Inventore aperiam illum ipsa.
Numquam quidem illo voluptatibus. Modi facilis commodi voluptate ad impedit repudiandae. Perferendis corrupti quisquam eius deserunt illo.",IoC Detected,91.08,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.0.3 Safari/534.25.5",Segment A,"Latur, Himachal Pradesh",NA,NA,Alert Data,Firewall
172.217.3.110-10.42.0.151-443-33914-6,06-06-23 6:31,168.230.63.34,170.34.138.235,7828,38216,UDP,423,Control,DNS,Soluta pariatur iste ipsa explicabo illum optio. Distinctio magni consequuntur corporis optio accusamus distinctio temporibus.,NA,45.27,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; brx-IN) AppleWebKit/532.30.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.30.6",Segment B,"Proddatur, Jharkhand",65.202.47.241,Log Data,NA,Firewall
220.170.182.31-10.42.0.211-443-35139-6,11-07-21 5:34,221.187.162.221,174.67.68.203,53318,29162,TCP,744,Data,HTTP,"Modi itaque ipsam rem explicabo. Rem iste quas enim minus voluptates ducimus.
Veritatis nobis maiores eaque fuga non. Explicabo sunt consectetur occaecati a consectetur.",IoC Detected,51.59,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.856.0 Safari/535.1",Segment A,"Bhatpara, Tamil Nadu",NA,Log Data,Alert Data,Firewall
172.217.11.36-10.42.0.151-443-32861-6,24-12-20 16:18,199.219.72.118,159.213.20.78,15743,33364,TCP,173,Control,HTTP,Corrupti vitae ipsa quaerat. Nostrum vel et nam. Necessitatibus pariatur reiciendis dolorem repellat odio laboriosam.,IoC Detected,73.69,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Opera/8.12.(X11; Linux x86_64; am-ET) Presto/2.9.176 Version/11.00,Segment C,"Raipur, Odisha",NA,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-13772-53-17,13-09-23 2:42,44.24.112.64,71.28.47.114,27274,28937,ICMP,340,Data,HTTP,Unde dolore vero doloribus quibusdam explicabo. Voluptate totam impedit libero nostrum nihil ex harum. Inventore id eius amet accusamus dolore occaecati.,NA,27.25,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.877.0 Safari/532.1",Segment B,"Giridih, Himachal Pradesh",NA,NA,NA,Server
10.42.0.211-117.121.27.10-46864-80-6,23-01-23 9:24,107.70.70.221,38.176.49.37,13393,3334,ICMP,1082,Control,FTP,Commodi eius velit suscipit architecto totam mollitia.,NA,81.43,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.895.0 Safari/533.0",Segment A,"Thanjavur, Uttarakhand",33.159.69.159,Log Data,NA,Server
219.142.78.162-10.42.0.211-443-51910-6,05-04-22 1:54,118.36.129.69,31.41.38.21,35332,61817,ICMP,876,Control,DNS,Consectetur perspiciatis quod in. Sit vel nesciunt cupiditate ab nemo laudantium. Labore amet expedita modi temporibus.,NA,89.28,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.860.0 Safari/536.2",Segment A,"Warangal, Meghalaya",189.22.11.33,NA,NA,Firewall
10.42.0.211-69.147.82.61-35815-443-6,30-09-20 7:06,76.111.202.72,42.40.168.103,47821,52974,UDP,1319,Data,DNS,Ullam architecto recusandae magni suscipit facilis. Tempore iure nulla aspernatur. Error itaque praesentium libero unde quia.,IoC Detected,43.95,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.805.0 Mobile/05B962 Safari/535.1",Segment B,"Darbhanga, Haryana",NA,Log Data,NA,Firewall
172.217.10.110-10.42.0.151-443-39545-6,06-08-23 9:00,148.126.105.201,125.5.69.191,4384,31482,TCP,976,Data,DNS,Sed deserunt eos asperiores. Provident aperiam corporis unde totam fugiat. Magnam facilis impedit molestias voluptatum vero laborum nisi.,IoC Detected,1.31,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",Segment A,"Gwalior, Nagaland",NA,NA,Alert Data,Firewall
174.35.73.166-10.42.0.151-80-51477-6,20-11-22 4:12,130.204.139.35,165.165.89.101,27807,53451,UDP,985,Control,HTTP,"Cupiditate labore provident labore soluta modi. Nihil aperiam temporibus iste.
Expedita error ratione aliquid. Consequatur fugit excepturi vitae eligendi velit.",NA,98.14,Alert Triggered,Malware,Known Pattern B,Logged,High,Opera/9.66.(X11; Linux i686; wo-SN) Presto/2.9.180 Version/10.00,Segment A,"South Dumdum, Uttar Pradesh",NA,NA,NA,Server
172.217.10.99-10.42.0.42-443-33161-6,17-03-20 7:02,100.247.164.6,154.189.148.49,39737,17067,ICMP,902,Data,FTP,Mollitia veritatis illum laudantium sed. Perspiciatis dolor pariatur voluptatibus odit et quam vero.,IoC Detected,84.95,Alert Triggered,Malware,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.842.0 Safari/534.1",Segment B,"Kurnool, Karnataka",NA,NA,Alert Data,Firewall
192.229.173.173-10.42.0.151-80-59836-6,08-08-20 23:19,88.204.79.6,64.153.177.110,16224,48472,UDP,889,Control,HTTP,"Provident omnis aut autem impedit architecto. Enim mollitia aliquid fugiat tempora.
Maiores a perferendis totam natus. Iusto rerum saepe natus sint eaque temporibus.",IoC Detected,14.56,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bg-BG) AppleWebKit/531.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.43.2",Segment C,"Vijayanagaram, Sikkim",94.34.21.82,Log Data,NA,Firewall
10.42.0.42-103.7.30.118-38500-80-6,21-03-22 14:41,149.253.227.55,77.40.158.129,31907,51180,TCP,1492,Data,HTTP,"In vitae quaerat aliquid eum fuga. Velit quia amet aspernatur nam.
Iusto numquam ducimus consequatur dolorem. Voluptates nihil consequuntur quisquam nemo vero iusto quis.",NA,31.8,Alert Triggered,Malware,Known Pattern B,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.28.7 (KHTML, like Gecko) Version/5.0 Safari/534.28.7",Segment B,"Chandigarh, Manipur",NA,Log Data,NA,Firewall
10.42.0.211-52.84.142.16-35059-443-6,13-02-23 19:15,160.148.168.183,214.36.26.162,26586,17971,UDP,787,Control,DNS,"Ut impedit ut. Corporis occaecati ullam consequatur a.
Aperiam et voluptates quaerat debitis ipsam. Dicta praesentium consequuntur sed. Totam similique unde tenetur.",IoC Detected,3.7,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment A,"Pune, Himachal Pradesh",108.175.178.25,NA,NA,Server
